path,label
../data/Dataset_BUSI_with_GT/malignant/malignant (10).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (214).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (367).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (169).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (46).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (26).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (320).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (21).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (91).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (85).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (11).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (31).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (37).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (99).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (170).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (76).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (91).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (38).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (357).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (237).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (64).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (54).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (76).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (43).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (383).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (190).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (337).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (116).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (205).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (90).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (70).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (221).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (128).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (133).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (397).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (17).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (24).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (142).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (4).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (20).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (88).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (78).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (270).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (257).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (298).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (74).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (118).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (413).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (54).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (149).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (101).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (25).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (112).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (158).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (225).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (155).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (184).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (153).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (49).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (164).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (419).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (50).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (146).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (39).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (44).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (66).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (415).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (163).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (276).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (161).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (205).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (381).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (11).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (345).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (350).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (103).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (380).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (242).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (340).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (283).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (325).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (191).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (204).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (34).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (69).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (63).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (125).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (141).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (121).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (157).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (431).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (18).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (148).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (66).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (22).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (74).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (68).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (17).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (160).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (372).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (71).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (112).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (46).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (2).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (269).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (92).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (273).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (3).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (8).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (16).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (83).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (138).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (369).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (29).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (240).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (328).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (101).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (71).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (43).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (370).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (23).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (47).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (418).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (15).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (121).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (405).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (97).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (235).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (169).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (70).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (105).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (15).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (406).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (22).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (35).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (90).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (81).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (150).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (204).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (133).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (168).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (396).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (84).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (172).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (147).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (39).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (22).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (49).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (20).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (388).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (26).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (58).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (190).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (87).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (288).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (163).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (300).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (127).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (33).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (151).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (200).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (47).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (19).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (41).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (144).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (215).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (79).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (32).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (103).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (181).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (97).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (312).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (303).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (49).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (119).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (68).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (131).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (210).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (5).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (63).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (62).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (174).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (87).png,benign
